College Name,College Code,Merit Marks,Gender,Candidate Type,Category,Home University,HSC Eligibility,Fees Paid,CAP Round,BRANCH
"PES MODERN COE, PUNE",6139,20.55,F,TYPE A,SC,PUNE,48.33,4435,ROUND 1,IT
"PES MODERN COE, PUNE",6139,20.5,M,TYPE A,SC,PUNE,45,4435,ROUND 1,ENTC
"PES MODERN COE, PUNE",6139,57.26,F,TYPE A,SC,AMRAVATI,67.5,4525,ROUND 1,ENTC
"KJCOEMR, PISOLI",6320,35.48,M,TYPE A,OPEN,PUNE,51.67,4721,ROUND 1,MECHANICAL
"KJCOEMR, PISOLI",6320,1045710,M,TYPE A,OPEN,PUNE,57.67,5000,ROUND 2,MECHANICAL
KJ TRINITY COER,6184,415232,M,TYPE A,OBC,PUNE,52,5000,ROUND 1,MECHANICAL
"DY PATIL IET,PIMPRI",6207,86.3,M,TYPE A,OPEN,MUMBAI,83.67,5000,ROUND-1,MECHANICAL ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,78.68,M,TYPE A,OPEN,PUNE,58.33,5000,ROUND 1,ENTC
DY PATIL AKURDI,6272,77.69,M,TYPE A,DT/VJ,SRTMU,76.33,5000,ROUND 1,MECHANICAL
SINHGAD NARHE,6182,71.54,M,TYPE A,OBC,PUNE,78,5000,ROUND 1,MECHANICAL
DY PATIL AKURDI,6272,63.06,M,TYPE A,OPEN,PUNE,57.33,5000,COUNSELING ROUND,COMPUTER
"TSSM PVPIT, BAVDHAN",6122,61.49,M,TYPE A,OPEN,BAMU,77.33,5000,ROUND 2,COMPUTER
KJ TRINITY COER,6184,60.39,M,TYPE A,OPEN,SHIVAJI,51.33,5000,ROUND 1,MECHANICAL
DR DYPC1,6787,58.73,M,TYPE A,OPEN,PUNE,57.33,5000,ROUND 1,COMPUTER ENGINEERING
"DY PATIL IET,PIMPRI",6207,56.11,F,TYPE A,OPEN,PUNE,66.67,5000,ROUND 2,CIVIL ENGINEERING
"DY PATIL IET,PIMPRI",6207,54.45,M,TYPE A,OPEN,PUNE,62.33,5000,COUNSELING ROUND,MECHANICAL  ENGINEERING
DR DYPC,6620,54.21,M,TYPE A,OBC,AMRAVATI,66,5000,ROUND 1,COMPUTER ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,54.16,M,TYPE A,OPEN,PUNE,50.67,5000,ROUND 1,COMPUTER
"TSSM PVPIT, BAVDHAN",6122,51.79,M,TYPE A,OPEN,PUNE,64.5,5000,ROUND 2,COMPUTER
"INDIRA COEM, PUNE",6179,49.58,M,TYPE B,OPEN,SHIVAJI,67.33,5000,ROUND 2,MECHANICAL
PIMPRI CHINCHWAD COLLEGE OF ENGINEERING,6175,48.39,M,TYPE A,OPEN,PUNE,55.33,5000,INSTITUTE LEVEL,COMPUTER ENGINEERING
JSPM RSCOE,6141,47.85,M,TYPE A,OPEN,BAMU,52,5000,COUNSELING ROUND,MECHANICAL
DR DYPC1,6787,47.49,M,TYPE A,OBC,AMRAVATI,60.67,5000,ROUND 1,CIVIL
"KJCOEMR, PISOLI",6320,44.44,M,TYPE A,OBC,NORTH MAHARASHTRA,55,5000,ROUND 1,CIVIL
"TSSM PVPIT, BAVDHAN",6122,43.22,M,TYPE A,OPEN,PUNE,54.33,5000,ROUND 2,MECHANICAL
"DY PATIL IET,PIMPRI",6207,43.06,F,TYPE A,OPEN,PUNE,59,5000,ROUND-1,INSTRUMENTATION  ENGINEERING
"TSSM PVPIT, BAVDHAN",6122,40.58,F,TYPE A,OPEN,PUNE,64,5000,ROUND 2,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,36.74,M,TYPE A,NT-B,PUNE,60.83,5000,ROUND 1,MECHANICAL
"INDIRA COEM, PUNE",6179,33.6,M,TYPE A,OPEN,PUNE,50,5000,ROUND 2,MECHANICAL
"TSSM PVPIT, BAVDHAN",6122,32.19,M,TYPE A,OBC,PUNE,45,5000,ROUND 2,MECHANICAL
SINHGAD NARHE,6182,27.28,M,TYPE A,OPEN,SOLAPUR,86.17,5000,ROUND 2,MECHANICAL
"KJCOEMR, PISOLI",6320,24.36,M,TYPE A,OBC,PUNE,44.67,5000,ROUND 1,CIVIL
DR DYPC,6620,20.98,M,TYPE A,OBC,PUNE,47,5000,ROUND 1,INFORMATION TECHNOLOGY
DR DYPC,6620,13.14,F,TYPE A,OPEN,PUNE,49.67,5000,ROUND 1,MECHANICAL ENGINEERING
SINHGAD NARHE,6182,41.36,M,TYPE A,SC,NAGPUR,55.83,5107,COUNSELING ROUND,CIVIL
"TSSM PVPIT, BAVDHAN",6122,58.65,M,TYPE A,OPEN,PUNE,74.67,6000,ROUND 2,MECHANICAL
"DY PATIL IET,PIMPRI",6207,57.85,F,TYPE A,OPEN,PUNE,72.33,6000,ROUND-1,ELECTRONICS AND TELCOMMUNICATION ENGG
"MMMIT, LOHGAON, PUNE",6203,52.11,M,TYPE A,OPEN,BAMU,49.67,6000,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,48.61,M,TYPE A,OPEN,PUNE,56.33,6000,ROUND 2,MECHANICAL
KJ TRINITY COER,6184,48.16,F,TYPE A,OPEN,PUNE,50.67,6000,ROUND 1,ENTC
SINHGAD NARHE,6182,44.66,F,TYPE A,SC,PUNE,65.33,6000,COUNSELING ROUND,ENTC
"MMMIT, LOHGAON, PUNE",6203,42.18,M,TYPE A,OBC,NORTH MAHARASHTRA,53,6000,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,37.44,M,TYPE A,OBC,PUNE,50,6000,ROUND 1,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,25.93,M,TYPE A,OPEN,AMRAVATI,52,6000,ROUND 2,MECHANICAL
"INDIRA COEM, PUNE",6179,39.22,M,TYPE A,NT-C,PUNE,49.83,6130,COUNSELING ROUND,MECHANICAL
KJ TRINITY COER,6184,70.7,M,TYPE A,OPEN,PUNE,65,6290,ROUND 1,CIVIL
KJ TRINITY COER,6184,61.76,F,TYPE A,OBC,PUNE,78,6500,ROUND 2,CIVIL
"PICT, PUNE",6271,98.94,M,TYPE B,OPEN,SHIVAJI,96.22,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,98.56,M,TYPE A,OPEN,SHIVAJI,94.5,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,98.53,F,TYPE A,OPEN,BAMU,93,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,98.44,M,TYPE B,OPEN,PUNE,93,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,98.38,M,TYPE C,OPEN,PUNE,93.5,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,98.24,F,TYPE A,OPEN,SRTMU,94,6945,ROUND 1,ENTC
"PICT, PUNE",6271,98.22,F,TYPE B,OPEN,SRTMU,98.322,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,98.05,M,TYPE A,SBC,SOLAPUR,97.67,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,97.97,M,TYPE A,NT-C,NORTH MAHARASHTRA,89.33,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,97.86,F,TYPE A,OPEN,SRTMU,93.17,6945,ROUND 2,IT
"PICT, PUNE",6271,97.85,F,TYPE A,OPEN,AMRAVATI,95.33,6945,ROUND 1,IT
"PICT, PUNE",6271,97.67,M,TYPE A,OPEN,PUNE,94,6945,ROUND 1,IT
"PICT, PUNE",6271,97.46,M,TYPE A,OPEN,NAGPUR,86.5,6945,ROUND 2,IT
"PICT, PUNE",6271,97.27,M,TYPE A,NT-D,PUNE,92.5,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,97.05,M,TYPE B,OPEN,SRTMU,98.11,6945,ROUND 1,ENTC
"PICT, PUNE",6271,96.98,F,TYPE A,OPEN,BAMU,83.83,6945,ROUND 1,ENTC
"PICT, PUNE",6271,96.75,M,TYPE A,OPEN,SRTMU,81.5,6945,ROUND 1,ENTC
"PICT, PUNE",6271,96.71,M,TYPE A,OPEN,BAMU,82.83,6945,ROUND 1,ENTC
"PICT, PUNE",6271,96.69,F,TYPE A,OPEN,PUNE,90,6945,ROUND 1,ENTC
"PICT, PUNE",6271,96.55,M,TYPE B,SC,SRTMU,91.67,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,96.09,M,TYPE A,NT-D,PUNE,90.33,6945,ROUND 1,ENTC
"PICT, PUNE",6271,96.08,M,TYPE A,SC,BAMU,86,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,95.46,M,TYPE A,OBC,NAGPUR,88.83,6945,ROUND 2,ENTC
"PICT, PUNE",6271,95.1,F,TYPE A,NT-D,PUNE,77.33,6945,ROUND 1,IT
"PICT, PUNE",6271,94.66,M,TYPE A,NT-D,SRTMU,75.5,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,94.34,M,TYPE A,NT-B,AMRAVATI,87,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,93.77,M,TYPE A,NT-D,PUNE,87.33,6945,ROUND 1,IT
"PICT, PUNE",6271,93.77,F,TYPE A,SBC,PUNE,87.33,6945,ROUND 2,IT
"PICT, PUNE",6271,93.7,M,TYPE A,ST,PUNE,91,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,92.73,F,TYPE B,SC,NAGPUR,88,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,92.36,M,TYPE A,NT-C,PUNE,83.33,6945,ROUND 1,ENTC
"PICT, PUNE",6271,92.04,M,TYPE A,NT-C,PUNE,79.67,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,92,M,TYPE A,SBC,PUNE,84,6945,ROUND 1,IT
"PICT, PUNE",6271,91.52,M,TYPE A,DT/VJ,PUNE,80.17,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,90.93,F,TYPE B,SC,NAGPUR,94.67,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,90.72,M,TYPE A,SC,PUNE,92.33,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,90.6,M,TYPE A,SC,PUNE,77.83,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,90.28,F,TYPE A,NT-B,SHIVAJI,90,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,89.95,F,TYPE A,SC,PUNE,76.67,6945,ROUND 1,IT
"PICT, PUNE",6271,89.32,F,TYPE A,SC,BAMU,79.5,6945,ROUND 1,IT
"PICT, PUNE",6271,89.11,M,TYPE A,SC,PUNE,65,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,88.78,F,TYPE A,NT-D,PUNE,78.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,88.74,M,TYPE A,NT-C,PUNE,87.17,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,87.9,M,TYPE A,SC,PUNE,86.33,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,87.79,M,TYPE A,SC,PUNE,83.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,87.01,M,TYPE A,SC,PUNE,75,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,86.42,M,TYPE A,SC,AMRAVATI,81.11,6945,ROUND 2,ENTC
"PICT, PUNE",6271,86.4,M,TYPE A,NT-D,PUNE,86.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,85.33,M,TYPE A,SC,PUNE,63,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,85.17,M,TYPE A,SBC,PUNE,65,6945,ROUND 2,ENTC
"PICT, PUNE",6271,85.08,M,TYPE A,NT-C,PUNE,68,6945,ROUND 1,IT
"PICT, PUNE",6271,84.92,F,TYPE A,NT-C,PUNE,85.67,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,84.82,M,TYPE A,SC,NAGPUR,77.67,6945,ROUND 2,ENTC
"PICT, PUNE",6271,84.77,M,TYPE A,SC,PUNE,75.83,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,84.2,M,TYPE A,SC,PUNE,67.17,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,84.15,M,TYPE B,NT-B,NAGPUR,86.11,6945,ROUND 1,ENTC
"PICT, PUNE",6271,84.14,F,TYPE A,SC,PUNE,80.67,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,83.73,F,TYPE A,SC,PUNE,65,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,82.94,F,TYPE A,SC,PUNE,79.33,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,82.79,F,TYPE A,SC,PUNE,80.5,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,82.75,M,TYPE A,SC,AMRAVATI,74,6945,ROUND 2,ENTC
"PICT, PUNE",6271,82.72,F,TYPE A,SC,PUNE,80.83,6945,ROUND 1,IT
"PICT, PUNE",6271,82.57,F,TYPE A,SC,MUMBAI,74.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,82.27,F,TYPE A,SC,PUNE,73.33,6945,ROUND 1,ENTC
"PICT, PUNE",6271,82.19,M,TYPE A,SBC,PUNE,83,6945,ROUND 1,ENTC
"PICT, PUNE",6271,82.03,M,TYPE B,SC,SOLAPUR,80,6945,ROUND 2,ENTC
"PICT, PUNE",6271,81.04,M,TYPE A,SC,SRTMU,66,6945,ROUND 2,ENTC
"PICT, PUNE",6271,80.94,M,TYPE A,SC,PUNE,85.83,6945,ROUND 1,IT
"PICT, PUNE",6271,80.89,M,TYPE A,SC,PUNE,80.17,6945,ROUND 1,IT
"PICT, PUNE",6271,80.18,F,TYPE B,SC,PUNE,93.33,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,79.09,M,TYPE A,SC,PUNE,68.33,6945,ROUND 2,ENTC
"PICT, PUNE",6271,78.87,M,TYPE A,SC,PUNE,66,6945,ROUND 1,IT
"PICT, PUNE",6271,78.83,M,TYPE A,NT-C,PUNE,66.33,6945,ROUND 1,ENTC
"PICT, PUNE",6271,78.66,M,TYPE A,NT-D,PUNE,82.33,6945,ROUND 2,ENTC
"PICT, PUNE",6271,78.57,M,TYPE A,SC,NAGPUR,67.17,6945,COUNSELING ROUND,ENTC
"PICT, PUNE",6271,77.96,M,TYPE A,SC,PUNE,68.33,6945,ROUND 1,IT
"PICT, PUNE",6271,76.64,F,TYPE A,SC,PUNE,76.5,6945,ROUND 1,IT
"PICT, PUNE",6271,75.1,F,TYPE A,NT-C,PUNE,78.17,6945,ROUND 1,ENTC
"PICT, PUNE",6271,73.76,M,TYPE A,SC,PUNE,58.5,6945,ROUND 1,ENTC
"PICT, PUNE",6271,73.41,M,TYPE A,ST,NORTH MAHARASHTRA,73.33,6945,ROUND 1,IT
"PICT, PUNE",6271,72.81,F,TYPE A,NT-B,PUNE,79.67,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,69.87,M,TYPE A,ST,SRTMU,54.33,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,69.3,M,TYPE A,NT-B,PUNE,60.67,6945,ROUND 2,ENTC
"PICT, PUNE",6271,67.9,M,TYPE A,SC,PUNE,72.67,6945,ROUND 2,ENTC
"PICT, PUNE",6271,67.23,F,TYPE A,DT/VJ,AMRAVATI,63.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,66.98,F,TYPE A,DT/VJ,BAMU,64.17,6945,ROUND 1,ENTC
"PICT, PUNE",6271,65.95,M,TYPE A,SC,PUNE,61,6945,ROUND 1,ENTC
"PICT, PUNE",6271,65.44,F,TYPE A,DT/VJ,PUNE,73,6945,ROUND 1,IT
"PICT, PUNE",6271,64.95,M,TYPE A,SC,PUNE,56.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,64.03,F,TYPE A,SC,PUNE,76.33,6945,ROUND 1,ENTC
"PICT, PUNE",6271,63.32,F,TYPE A,SC,PUNE,56.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,60.61,F,TYPE A,ST,AMRAVATI,70.67,6945,ROUND 1,IT
"PICT, PUNE",6271,60.39,M,TYPE A,ST,SRTMU,59,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,60.07,M,TYPE A,ST,PUNE,48.33,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,58.03,M,TYPE A,ST,PUNE,55,6945,ROUND 2,COMPUTER
"PICT, PUNE",6271,53.45,F,TYPE A,ST,PUNE,60,6945,ROUND 1,ENTC
"PICT, PUNE",6271,52.94,F,TYPE A,SC,PUNE,74.5,6945,ROUND 2,ENTC
"PICT, PUNE",6271,52.74,M,TYPE B,ST,PUNE,60.33,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,52.59,F,TYPE A,SC,PUNE,64.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,49.53,M,TYPE B,ST,PUNE,68.67,6945,ROUND 1,IT
"PICT, PUNE",6271,49.12,F,TYPE A,ST,PUNE,46.83,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,48.98,M,TYPE A,DT/VJ,PUNE,52.33,6945,ROUND 1,ENTC
"PICT, PUNE",6271,46.29,M,TYPE A,ST,SRTMU,59.67,6945,ROUND 1,ENTC
"PICT, PUNE",6271,39.71,F,TYPE A,ST,PUNE,45.33,6945,ROUND 1,ENTC
"PICT, PUNE",6271,38.7,F,TYPE A,ST,SRTMU,64.33,6945,ROUND 2,ENTC
"PICT, PUNE",6271,38.12,F,TYPE A,ST,PUNE,59,6945,ROUND 1,COMPUTER
"PICT, PUNE",6271,32.14,M,TYPE A,ST,PUNE,55.83,6945,ROUND 2,IT
"PICT, PUNE",6271,23.67,F,TYPE A,ST,PUNE,49,6945,ROUND 1,ENTC
KJ TRINITY COER,6184,33.63,M,TYPE A,DT/VJ,PUNE,49.33,7000,ROUND 1,MECHANICAL
DY PATIL AKURDI,6272,10.37,M,TYPE A,NT-D,PUNE,56.67,7000,COUNSELING ROUND,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,557945,M,TYPE A,NT-C,SHIVAJI,44.67,7249,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,78.7,M,TYPE A,OBC,PUNE,57.67,7249,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,76.22,M,TYPE A,OPEN,SRTMU,72.67,7249,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,75.14,M,TYPE A,OPEN,BAMU,66.67,7249,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,73.66,M,TYPE A,OPEN,PUNE,70.67,7249,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,73.14,M,TYPE A,OPEN,SOLAPUR,63.17,7249,ROUND 2,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,70.56,M,TYPE A,OPEN,BAMU,69.33,7249,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,69.68,F,TYPE A,OPEN,PUNE,64.67,7249,ROUND 1,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,58.79,M,TYPE A,NT-B,BAMU,54.67,7249,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,58.28,M,TYPE A,OPEN,PUNE,75.5,7249,ROUND 2,ENTC
"MMMIT, LOHGAON, PUNE",6203,52.27,M,TYPE A,NT-C,SRTMU,65.67,7249,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,45.04,M,TYPE A,NT-D,SRTMU,70,7249,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,43.9,M,TYPE A,NT-B,GONDWANA,59.17,7249,ROUND 2,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,41.9,M,TYPE A,NT-B,AMRAVATI,67.17,7249,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,40.03,M,TYPE A,OBC,PUNE,49.67,7249,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,39.9,M,TYPE A,NT-D,PUNE,60,7249,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,36.85,M,TYPE A,NT-B,MUMBAI,73.33,7249,ROUND 2,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,35.56,M,TYPE A,NT-D,PUNE,54,7249,ROUND 2,COMPUTER
"MMMIT, LOHGAON, PUNE",6203,29.58,M,TYPE A,NT-C,PUNE,46.33,7249,ROUND 1,MECHANICAL
"MMMIT, LOHGAON, PUNE",6203,25.24,M,TYPE A,DT/VJ,SRTMU,45,7249,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,471459,M,TYPE A,SBC,NAGPUR,76.83,7283,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,299557,F,TYPE A,NT-C,PUNE,70.67,7283,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,253883,F,TYPE A,NT-C,SRTMU,85.5,7283,ROUND 1,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,89.29,M,TYPE A,OPEN,SRTMU,79.67,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,88.36,M,TYPE A,OPEN,SHIVAJI,86.17,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,86.84,M,TYPE A,OPEN,PUNE,67.33,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,86.79,M,TYPE B,OPEN,SHIVAJI,91,7283,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,86,M,TYPE A,OPEN,PUNE,72.33,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,84.48,F,TYPE A,OPEN,PUNE,74.67,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,84.36,F,TYPE A,OBC,NORTH MAHARASHTRA,82,7283,ROUND 2,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,80.8,M,TYPE A,OPEN,SHIVAJI,86,7283,ROUND 2,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,80.24,M,TYPE B,NT-C,BAMU,89.33,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,78.9,F,TYPE A,OPEN,SRTMU,73.5,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,78.27,M,TYPE A,OBC,SRTMU,74,7283,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,77.79,M,TYPE A,OPEN,PUNE,76.17,7283,ROUND 1,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,77.79,F,TYPE A,OPEN,MUMBAI,72.17,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,77.36,F,TYPE A,OPEN,BAMU,69.67,7283,ROUND 1,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,76.8,F,TYPE A,OBC,MUMBAI,85.5,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,75.52,F,TYPE A,OPEN,PUNE,79.33,7283,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,74.82,M,TYPE A,NT-C,SRTMU,73.33,7283,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,74.47,M,TYPE A,OPEN,AMRAVATI,65.67,7283,ROUND 1,IT
"MMCOE, KARVENAGAR, PUNE",6156,73.72,M,TYPE A,SBC,PUNE,71.33,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,73.58,M,TYPE A,OBC,NORTH MAHARASHTRA,61,7283,ROUND 1,IT
"MMCOE, KARVENAGAR, PUNE",6156,72.97,F,TYPE A,OPEN,SRTMU,66.67,7283,ROUND 1,IT
"MMCOE, KARVENAGAR, PUNE",6156,72.45,M,TYPE A,NT-D,BAMU,58,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,71.6,F,TYPE A,OPEN,BAMU,59.33,7283,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,70.71,F,TYPE A,OPEN,SRTMU,77.17,7283,ROUND 2,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,70.65,M,TYPE A,NT-B,SRTMU,56.67,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,69.19,F,TYPE A,OPEN,SRTMU,71.5,7283,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,68.49,M,TYPE A,OBC,PUNE,68,7283,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,67.78,M,TYPE A,NT-C,SHIVAJI,87,7283,ROUND 2,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,67.08,M,TYPE A,NT-C,SOLAPUR,63,7283,ROUND 1,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,66.3,M,TYPE A,NT-C,PUNE,52.33,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,62.89,M,TYPE A,NT-B,PUNE,69.67,7283,ROUND 1,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,61.83,M,TYPE A,NT-D,SRTMU,73.67,7283,ROUND 2,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,61.37,F,TYPE A,SBC,AMRAVATI,71.83,7283,ROUND 1,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,59.79,F,TYPE A,NT-B,SHIVAJI,70,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,58.84,M,TYPE A,NT-C,PUNE,63,7283,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,57.59,M,TYPE A,NT-C,PUNE,71.33,7283,ROUND 2,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,54.55,M,TYPE A,NT-C,PUNE,60.67,7283,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,50.71,M,TYPE A,NT-D,PUNE,60.67,7283,ROUND 1,IT
"MMCOE, KARVENAGAR, PUNE",6156,48.27,M,TYPE A,SBC,NAGPUR,66.5,7283,ROUND 1,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,46.86,M,TYPE A,DT/VJ,PUNE,55.33,7283,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,46.59,M,TYPE A,SBC,PUNE,56,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,46.57,M,TYPE A,NT-C,SRTMU,52.17,7283,ROUND 2,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,44.41,M,TYPE A,NT-B,PUNE,55.33,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,43.93,M,TYPE A,DT/VJ,BAMU,50,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,42.61,M,TYPE A,NT-D,SRTMU,52.17,7283,COUNSELING ROUND,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,41.59,M,TYPE A,NT-C,PUNE,51.67,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,41.41,M,TYPE A,NT-C,SRTMU,47.67,7283,ROUND 2,ELECTRICAL
"MMCOE, KARVENAGAR, PUNE",6156,41.12,F,TYPE A,NT-B,PUNE,46.67,7283,ROUND 1,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,40.42,F,TYPE A,NT-C,NAGPUR,58.17,7283,ROUND 2,ENTC
"MMCOE, KARVENAGAR, PUNE",6156,39.07,M,TYPE A,NT-D,PUNE,64.33,7283,ROUND 2,COMPUTER
"MMCOE, KARVENAGAR, PUNE",6156,38.97,M,TYPE A,SBC,PUNE,54,7283,ROUND 2,MECHANICAL
"MMCOE, KARVENAGAR, PUNE",6156,38.66,M,TYPE A,NT-B,PUNE,56.67,7283,ROUND 1,MECHANICAL
